Dining,2139.589,2241.4438
Kitchen,1776.7923999999998,2328.1644
Entrance,1581.3643000000002,2097.8499
Corridor,1833.7577999999999,2098.2128
Living,2144.0607,2617.1822
PowderRoom,1688.7298,1931.5309000000002
Laundry,1680.4669948597102,1690.1915700935265
Bedroom1Wardrobe,2026.4885999999997,1964.9724999999999
Bedroom1Bathroom,1951.4422,1694.2545
Bedroom1,2203.3385,1790.4035
MasterBedroom,2226.1688999999997,1464.5358999999999
MasterBedroomWardrobe,2028.3835999999997,1349.8347000000003
MasterBedroomBathroom,1588.7028,1418.8976000000002
Balcony,2466.5676000000003,2610.950921960392
Study,1789.3516,2636.4793
